vars,id,creation_time,failed,failed_reason,time_of_death,type,participant_id,question,answer,page_type,successful_validation,client_ip_address,metadata_,class,object_type
{},28,2023-02-16 17:02:33,False,,,Response,2,chord_player,3,ModularPage,,92.238.254.178,"{'time_taken': 7.939, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 9, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:02:25.788Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:02:27.479Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:02:27.479Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:02:27.489Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:02:30.008Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:02:30.008Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:02:30.009Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:02:30.010Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:02:30.016Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:02:30.019Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:02:33.689Z', 'info': {'buttonId': '3'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_2/node_8__trial_11__stimulus&secret=69e6e037-fb77-4aca-9996-14b823948abc', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},29,2023-02-16 17:02:35,False,,,Response,3,headphone_trial,3,ModularPage,,86.18.68.159,"{'time_taken': 5.985, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:02:29.026Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:02:30.266Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:02:30.266Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:02:30.277Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:02:34.287Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:02:34.287Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:02:34.287Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:02:34.287Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:02:34.288Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:02:34.289Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:02:34.983Z', 'info': {'buttonId': '3'}}], 'prompt': {'text': 'Which sound was softest (quietest) -- 1, 2, or 3?', 'url': 'https://s3.amazonaws.com/headphone-check/antiphase_HC_IOS.wav', 'play_window': [None, None]}, 'control': {'choices': ['1', '2', '3'], 'labels': ['1', '2', '3']}}",Response,_Response
{},30,2023-02-16 17:02:39,False,,,Response,2,chord_player,6,ModularPage,,92.238.254.178,"{'time_taken': 4.095, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 9, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:02:35.328Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:02:36.419Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:02:36.419Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:02:36.430Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:02:38.950Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:02:38.950Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:02:38.950Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:02:38.951Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:02:38.952Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:02:38.965Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:02:39.393Z', 'info': {'buttonId': '6'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_2/node_43__trial_13__stimulus&secret=a5a7703e-d846-4848-a653-d62708da50e3', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},31,2023-02-16 17:02:41,False,,,Response,3,headphone_trial,3,ModularPage,,86.18.68.159,"{'time_taken': 5.585, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:02:35.722Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:02:36.810Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:02:36.810Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:02:36.821Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:02:40.830Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:02:40.830Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:02:40.831Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:02:40.831Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:02:40.832Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:02:40.832Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:02:41.274Z', 'info': {'buttonId': '3'}}], 'prompt': {'text': 'Which sound was softest (quietest) -- 1, 2, or 3?', 'url': 'https://s3.amazonaws.com/headphone-check/antiphase_HC_OIS.wav', 'play_window': [None, None]}, 'control': {'choices': ['1', '2', '3'], 'labels': ['1', '2', '3']}}",Response,_Response
{},32,2023-02-16 17:02:45,False,,,Response,5,untitled,,InfoPage,,209.35.82.197,,Response,_Response
{},33,2023-02-16 17:02:48,False,,,Response,5,consent_form,['I agree'],ModularPage,,209.35.82.197,"{'time_taken': 2.201, 'platform': 'Chrome 110.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:02:46.296Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:02:46.307Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:02:46.312Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:02:46.320Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:02:46.320Z', 'info': None}], 'prompt': {'text': '<div>\n  <h1>Consent form</h1>\n  <p>\n    <em>Please read the following text and select ‘Agree’ if you consent to these terms.</em>\n  </p>\n  <p>\n        I have been informed about the procedures to be used in this experiment and the tasks I need to perform, and I\n        have agreed to take part. I understand that taking part in this experiment is voluntary and I can withdraw from\n        the experiment at any time.\n        </p>\n  <p>\n        I understand that the data collected in this testing session will be stored on electronic media or on paper and\n        it may contribute to scientific publications and presentations. I agree that the data can be made available\n        anonymously for other researchers, both inside and outside the Centre for Music and Science and Faculty of\n        Music. These data will not be linked to me as an individual.\n        </p>\n</div>'}, 'control': {'name': 'checkboxes', 'choices': ['I agree'], 'labels': ['I agree'], 'force_selection': True}}",Response,_Response
{},34,2023-02-16 17:02:50,False,,,Response,2,chord_player,2,ModularPage,,92.238.254.178,"{'time_taken': 9.42, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 9, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:02:41.078Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:02:41.622Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:02:41.622Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:02:41.632Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:02:44.144Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:02:44.145Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:02:44.145Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:02:44.146Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:02:44.147Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:02:44.156Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:02:50.459Z', 'info': {'buttonId': '2'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_2/node_27__trial_15__stimulus&secret=ab6ea2f0-51ef-4cac-8efa-b530f9af785b', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},35,2023-02-16 17:02:50,False,,,Response,5,untitled,,InfoPage,,209.35.82.197,"{'time_taken': 2.102, 'platform': 'Chrome 110.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:02:48.865Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:02:48.878Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:02:48.883Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:02:48.892Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:02:48.892Z', 'info': None}], 'content': 'This experiment requires you to wear headphones. Please ensure you have plugged yours in now.'}",Response,_Response
{},36,2023-02-16 17:02:56,False,,,Response,2,chord_player,4,ModularPage,,92.238.254.178,"{'time_taken': 4.936, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 9, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:02:52.207Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:02:52.743Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:02:52.743Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:02:52.755Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:02:55.267Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:02:55.267Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:02:55.267Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:02:55.268Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:02:55.268Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:02:55.277Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:02:57.108Z', 'info': {'buttonId': '4'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_2/node_18__trial_16__stimulus&secret=0f2621e6-e8f6-4c41-a998-7f48968de51a', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},37,2023-02-16 17:02:57,False,,,Response,3,untitled,,InfoPage,,86.18.68.159,,Response,_Response
{},38,2023-02-16 17:03:03,False,,,Response,2,chord_player,2,ModularPage,,92.238.254.178,"{'time_taken': 4.828, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 9, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:02:58.526Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:02:59.784Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:02:59.784Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:02:59.794Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:03:02.300Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:03:02.300Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:03:02.301Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:03:02.301Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:03:02.302Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:03:02.302Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:03:03.322Z', 'info': {'buttonId': '2'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_2/node_33__trial_17__stimulus&secret=733622fc-3b11-4b3b-99ea-4846d24d1aec', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},39,2023-02-16 17:03:04,False,,,Response,3,chord_player,2,ModularPage,,86.18.68.159,"{'time_taken': 5.44, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:02:58.642Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:02:59.615Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:02:59.615Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:02:59.624Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:03:02.136Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:03:02.136Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:03:02.137Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:03:02.137Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:03:02.137Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:03:02.137Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:03:04.054Z', 'info': {'buttonId': '2'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_3/node_14__trial_18__stimulus&secret=191c3923-2299-4e48-bf3b-61419688e994', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},40,2023-02-16 17:03:10,False,,,Response,2,chord_player,4,ModularPage,,92.238.254.178,"{'time_taken': 6.242, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 9, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:03:04.848Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:03:06.175Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:03:06.175Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:03:06.186Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:03:08.706Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:03:08.707Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:03:08.708Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:03:08.709Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:03:08.710Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:03:08.710Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:03:11.057Z', 'info': {'buttonId': '4'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_2/node_52__trial_19__stimulus&secret=59f7c6be-524b-4e04-a657-808471ada32f', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},41,2023-02-16 17:03:15,False,,,Response,3,chord_player,3,ModularPage,,86.18.68.159,"{'time_taken': 11.128, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T17:03:04.853Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T17:03:05.880Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T17:03:05.880Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T17:03:05.889Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T17:03:08.401Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T17:03:08.402Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T17:03:08.402Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T17:03:08.402Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T17:03:08.402Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T17:03:08.404Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T17:03:15.947Z', 'info': {'buttonId': '3'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_3/node_20__trial_20__stimulus&secret=4f53ab99-7b76-4042-adcf-75fbe1b78f6f', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
